,FarmID,GreenLeavesNum_carrots,Plant_ID,cote_c_carotae,SampleDate,incidence_a_dauci,incidence_s_sclerotiorum,carrot_stage
585,2,6,16,1,214,0,0,2
586,2,6,17,1,214,0,0,2
587,2,6,18,0,214,0,0,2
588,2,6,19,1,214,0,0,2
589,2,6,20,1,214,0,0,2
590,2,6,21,0,214,0,0,2
591,2,6,22,1,214,0,0,2
592,2,6,23,0,214,0,0,2
593,2,6,24,0,214,0,0,2
594,2,6,25,0,214,0,0,2
50,0,7,1,0,215,0,0,1
51,0,7,2,0,215,0,0,1
52,0,7,3,0,215,0,0,1
53,0,7,4,0,215,0,0,1
54,0,7,5,0,215,0,0,1
55,0,7,6,0,215,0,0,1
56,0,7,7,0,215,0,0,1
57,0,7,8,1,215,0,0,1
58,0,7,9,0,215,0,0,1
59,0,7,10,0,215,0,0,1
60,0,7,11,0,215,0,0,1
61,0,7,12,0,215,0,0,1
62,0,7,13,0,215,0,0,1
63,0,7,14,0,215,0,0,1
64,0,7,15,0,215,0,0,1
65,0,7,16,0,215,0,0,1
66,0,7,17,0,215,0,0,1
67,0,7,18,0,215,0,0,1
68,0,7,19,0,215,0,0,1
69,0,7,20,0,215,0,0,1
70,0,7,21,0,215,0,0,1
71,0,7,22,0,215,0,0,1
72,0,7,23,0,215,0,0,1
73,0,7,24,0,215,0,0,1
74,0,7,25,0,215,0,0,1
321,1,8,1,1,216,0,0,2
322,1,8,2,1,216,0,0,2
323,1,8,3,0,216,0,0,2
324,1,8,4,1,216,0,0,2
325,1,8,5,1,216,0,0,2
326,1,8,6,0,216,0,0,2
327,1,8,7,0,216,0,0,2
328,1,8,8,0,216,0,0,2
329,1,8,9,0,216,0,0,2
330,1,8,10,1,216,0,0,2
331,1,8,11,0,216,0,0,2
332,1,8,12,1,216,0,0,2
333,1,8,13,1,216,0,0,2
334,1,8,14,1,216,0,0,2
335,1,8,15,0,216,0,0,2
336,1,8,16,1,216,0,0,2
337,1,8,17,1,216,0,0,2
338,1,8,18,1,216,0,0,2
339,1,8,19,1,216,0,0,2
340,1,8,20,1,216,0,0,2
341,1,8,21,0,216,0,0,2
342,1,8,22,0,216,0,0,2
343,1,8,23,1,216,0,0,2
344,1,8,24,0,216,0,0,2
345,1,8,25,1,216,0,0,2
75,0,8,1,0,222,0,0,2
76,0,8,2,1,222,0,0,2
77,0,8,3,0,222,0,0,2
78,0,8,4,0,222,0,0,2
79,0,8,5,0,222,0,0,2
80,0,8,6,0,222,0,0,2
81,0,8,7,0,222,0,0,2
82,0,8,8,0,222,0,0,2
83,0,8,9,0,222,0,0,2
84,0,8,10,0,222,0,0,2
85,0,8,11,1,222,0,0,2
86,0,8,12,0,222,0,0,2
87,0,8,13,0,222,0,0,2
88,0,8,14,0,222,0,0,2
89,0,8,15,0,222,0,0,2
90,0,8,16,0,222,0,0,2
91,0,8,17,0,222,0,0,2
92,0,8,18,0,222,0,0,2
93,0,8,19,1,222,0,0,2
94,0,8,20,1,222,0,0,2
95,0,8,21,0,222,0,0,2
96,0,8,22,0,222,0,0,2
97,0,8,23,0,222,0,0,2
98,0,8,24,0,222,0,0,2
99,0,8,25,1,222,0,0,2
346,1,7,1,1,222,0,0,2
347,1,7,2,1,222,0,0,2
348,1,7,3,0,222,0,0,2
349,1,7,4,1,222,0,0,2
350,1,7,5,1,222,0,0,2
351,1,7,6,1,222,0,0,2
352,1,7,7,0,222,0,0,2
353,1,7,8,1,222,0,0,2
354,1,7,9,1,222,0,0,2
355,1,7,10,0,222,0,0,2
356,1,7,11,1,222,0,0,2
357,1,7,12,0,222,0,0,2
358,1,7,14,1,222,0,0,2
359,1,7,15,0,222,0,0,2
360,1,7,16,0,222,0,1,2
361,1,7,17,1,222,0,0,2
362,1,7,18,0,222,0,0,2
363,1,7,19,0,222,0,0,2
364,1,7,20,1,222,0,0,2
365,1,7,21,1,222,0,0,2
366,1,7,22,1,222,0,0,2
367,1,7,23,1,222,0,1,2
368,1,7,24,0,222,0,1,2
369,1,7,25,1,222,0,1,2
595,2,6,1,1,225,1,0,2
596,2,6,2,0,225,1,0,2
597,2,6,3,1,225,1,0,2
598,2,6,4,1,225,0,0,2
599,2,6,5,1,225,1,0,2
600,2,6,6,1,225,1,0,2
601,2,6,7,1,225,0,0,2
602,2,6,8,1,225,1,0,2
603,2,6,9,1,225,0,0,2
604,2,6,10,0,225,0,0,2
605,2,6,11,1,225,0,0,2
606,2,6,12,1,225,1,0,2
607,2,6,13,1,225,0,0,2
608,2,6,14,1,225,0,0,2
609,2,6,15,1,225,1,0,2
610,2,6,16,1,225,0,0,2
611,2,6,17,1,225,0,0,2
612,2,6,18,1,225,0,0,2
613,2,6,19,1,225,1,0,2
614,2,6,20,0,225,1,0,2
615,2,6,21,1,225,1,0,2
616,2,6,22,0,225,0,0,2
617,2,6,23,1,225,0,0,2
618,2,6,24,0,225,0,0,2
619,2,6,25,1,225,1,0,2
100,0,8,1,0,230,0,1,2
101,0,8,2,0,230,0,0,2
102,0,8,3,0,230,0,0,2
103,0,8,4,0,230,0,0,2
104,0,8,5,0,230,0,0,2
105,0,8,6,0,230,0,0,2
106,0,8,7,0,230,0,0,2
107,0,8,8,0,230,0,0,2
108,0,8,9,0,230,0,0,2
109,0,8,10,0,230,0,0,2
110,0,8,11,0,230,0,0,2
111,0,8,12,0,230,0,0,2
112,0,8,13,0,230,0,0,2
113,0,8,14,0,230,0,0,2
114,0,8,15,0,230,0,0,2
115,0,8,16,0,230,0,0,2
116,0,8,17,0,230,0,0,2
117,0,8,18,0,230,0,0,2
118,0,8,19,0,230,0,0,2
119,0,8,20,0,230,0,0,2
120,0,8,21,0,230,0,0,2
121,0,8,22,0,230,0,0,2
122,0,8,23,0,230,0,0,2
123,0,8,24,0,230,0,0,2
124,0,8,25,0,230,0,0,2
370,1,0,1,1,237,0,0,2
371,1,0,2,0,237,0,0,2
372,1,0,3,0,237,0,0,2
373,1,0,4,1,237,0,0,2
374,1,0,5,1,237,0,0,2
375,1,0,6,1,237,0,0,2
376,1,0,7,0,237,0,1,2
377,1,0,8,1,237,0,0,2
378,1,0,9,1,237,0,0,2
379,1,0,10,0,237,0,1,2
380,1,0,11,1,237,0,1,2
381,1,0,12,1,237,0,0,2
382,1,0,13,1,237,0,0,2
383,1,0,14,1,237,0,1,2
384,1,0,15,1,237,0,1,2
385,1,0,16,1,237,0,1,2
386,1,0,17,1,237,0,0,2
387,1,0,18,1,237,0,0,2
388,1,0,19,1,237,0,0,2
389,1,0,20,1,237,0,0,2
390,1,0,21,1,237,0,0,2
391,1,0,22,0,237,0,1,2
392,1,0,23,1,237,0,1,2
393,1,0,24,1,237,0,0,2
394,1,0,25,1,237,0,1,2
620,2,7,1,0,237,0,0,2
621,2,7,2,0,237,0,1,2
622,2,7,3,0,237,0,1,2
623,2,7,4,0,237,0,0,2
624,2,7,5,0,237,0,1,2
625,2,7,6,0,237,0,1,2
626,2,7,7,0,237,0,0,2
627,2,7,8,1,237,0,1,2
628,2,7,9,0,237,0,0,2
629,2,7,10,0,237,0,0,2
630,2,7,11,0,237,0,0,2
631,2,7,12,0,237,0,1,2
632,2,7,13,0,237,0,0,2
633,2,7,14,1,237,0,0,2
634,2,7,15,0,237,0,0,2
635,2,7,16,0,237,0,1,2
636,2,7,17,1,237,0,0,2
637,2,7,18,0,237,0,0,2
638,2,7,19,0,237,0,0,2
639,2,7,20,1,237,0,0,2
640,2,7,21,0,237,0,0,2
641,2,7,22,1,237,0,0,2
642,2,7,23,1,237,0,0,2
643,2,7,24,0,237,0,0,2
644,2,7,25,0,237,0,0,2
125,0,7,1,0,238,0,0,2
126,0,7,2,0,238,0,0,2
127,0,7,3,0,238,0,0,2
128,0,7,4,0,238,0,1,2
129,0,7,5,0,238,0,0,2
130,0,7,6,0,238,0,1,2
131,0,7,7,0,238,0,1,2
132,0,7,8,0,238,0,0,2
133,0,7,9,0,238,0,1,2
134,0,7,10,0,238,0,0,2
135,0,7,11,0,238,0,0,2
136,0,7,12,0,238,0,0,2
137,0,7,13,0,238,0,1,2
138,0,7,14,1,238,0,0,2
139,0,7,15,0,238,0,0,2
140,0,7,16,0,238,0,0,2
141,0,7,17,0,238,0,0,2
142,0,7,18,0,238,0,1,2
143,0,7,19,0,238,0,0,2
144,0,7,20,0,238,0,0,2
145,0,7,21,0,238,0,0,2
146,0,7,22,0,238,0,0,2
147,0,7,23,0,238,0,0,2
148,0,7,24,0,238,0,1,2
149,0,7,25,1,238,0,0,2
645,2,7,1,0,243,0,0,2
646,2,7,2,1,243,0,0,2
647,2,7,3,1,243,0,1,2
648,2,7,4,1,243,0,0,2
649,2,7,5,0,243,0,0,2
650,2,7,6,1,243,0,0,2
651,2,7,7,1,243,0,0,2
652,2,7,8,1,243,0,0,2
653,2,7,9,0,243,0,0,2
654,2,7,10,0,243,0,0,2
655,2,7,11,1,243,0,0,2
656,2,7,12,1,243,0,0,2
657,2,7,13,1,243,0,1,2
658,2,7,14,1,243,0,0,2
659,2,7,15,0,243,0,0,2
660,2,7,16,1,243,0,0,2
661,2,7,17,0,243,0,0,2
662,2,7,18,0,243,0,0,2
663,2,7,19,0,243,0,0,2
664,2,7,20,1,243,0,0,2
665,2,7,21,1,243,0,0,2
666,2,7,22,0,243,0,1,2
667,2,7,23,0,243,0,1,2
668,2,7,24,1,243,0,0,2
669,2,7,25,0,243,0,1,2
395,1,6,1,1,244,1,0,2
396,1,6,2,1,244,0,0,2
397,1,6,3,1,244,0,0,2
398,1,6,4,1,244,0,0,2
399,1,6,5,0,244,0,0,2
400,1,6,6,1,244,0,0,2
401,1,6,7,1,244,0,0,2
402,1,6,8,1,244,0,0,2
403,1,6,9,1,244,0,0,2
404,1,6,10,1,244,0,0,2
405,1,6,11,0,244,0,0,2
406,1,6,12,1,244,0,0,2
407,1,6,13,1,244,0,0,2
408,1,6,14,1,244,1,0,2
409,1,6,15,0,244,0,0,2
410,1,6,16,1,244,0,0,2
411,1,6,17,1,244,0,0,2
412,1,6,18,1,244,0,0,2
413,1,6,19,1,244,0,0,2
414,1,6,20,0,244,0,0,2
415,1,6,21,0,244,0,0,2
416,1,6,22,0,244,0,0,2
417,1,6,23,1,244,0,0,2
418,1,6,24,2,244,0,0,2
419,1,6,25,1,244,0,0,2
150,0,6,1,0,245,0,0,2
151,0,6,2,0,245,0,0,2
152,0,6,3,0,245,0,0,2
153,0,6,4,0,245,0,0,2
154,0,6,5,0,245,0,0,2
155,0,6,6,0,245,0,0,2
156,0,6,7,0,245,0,0,2
157,0,6,9,0,245,0,0,2
158,0,6,10,0,245,0,0,2
159,0,6,11,0,245,0,0,2
160,0,6,12,0,245,0,0,2
161,0,6,13,0,245,0,0,2
162,0,6,14,0,245,0,0,2
163,0,6,15,0,245,0,0,2
164,0,6,16,0,245,0,0,2
165,0,6,17,0,245,0,0,2
166,0,6,18,0,245,0,0,2
167,0,6,19,0,245,0,0,2
168,0,6,20,0,245,0,0,2
169,0,6,21,0,245,0,0,2
170,0,6,22,0,245,0,0,2
171,0,6,23,0,245,0,0,2
172,0,6,24,0,245,0,0,2
173,0,6,25,0,245,0,0,2
670,2,0,1,0,251,0,0,2
671,2,0,2,0,251,1,0,2
672,2,0,3,0,251,0,0,2
673,2,0,4,1,251,0,0,2
674,2,0,5,1,251,0,0,2
675,2,0,6,1,251,0,0,2
676,2,0,7,1,251,0,1,2
677,2,0,8,1,251,0,0,2
678,2,0,9,0,251,0,0,2
679,2,0,10,1,251,0,0,2
680,2,0,11,1,251,0,1,2
681,2,0,12,1,251,0,0,2
682,2,0,13,0,251,0,0,2
683,2,0,14,1,251,0,0,2
684,2,0,15,1,251,0,1,2
685,2,0,16,0,251,0,1,2
686,2,0,17,1,251,0,0,2
687,2,0,18,0,251,0,0,2
688,2,0,19,0,251,0,0,2
689,2,0,20,0,251,0,0,2
690,2,0,21,1,251,0,0,2
691,2,0,22,0,251,0,1,2
692,2,0,23,1,251,0,0,2
693,2,0,24,1,251,0,0,2
694,2,0,25,1,251,0,0,2
174,0,6,1,0,253,0,0,2
175,0,6,2,0,253,0,0,2
176,0,6,3,0,253,0,0,2
177,0,6,4,0,253,0,0,2
178,0,6,5,0,253,0,0,2
179,0,6,6,0,253,0,0,2
180,0,6,7,0,253,0,0,2
181,0,6,8,0,253,0,0,2
182,0,6,9,0,253,0,0,2
183,0,6,10,0,253,0,0,2
184,0,6,11,0,253,0,0,2
185,0,6,12,1,253,0,0,2
186,0,6,13,0,253,0,0,2
187,0,6,14,0,253,0,0,2
188,0,6,15,0,253,0,0,2
189,0,6,16,0,253,0,0,2
190,0,6,17,0,253,0,0,2
191,0,6,18,1,253,0,0,2
192,0,6,19,0,253,0,0,2
193,0,6,20,0,253,0,0,2
194,0,6,21,0,253,0,0,2
195,0,6,22,0,253,0,0,2
196,0,6,23,0,253,0,0,2
197,0,6,24,1,253,1,0,2
198,0,6,25,1,253,0,0,2
420,1,7,1,1,253,0,0,2
421,1,7,2,1,253,1,0,2
422,1,7,3,0,253,0,0,2
423,1,7,4,1,253,0,0,2
424,1,7,5,1,253,0,0,2
425,1,7,6,0,253,0,0,2
426,1,7,7,1,253,0,0,2
427,1,7,8,1,253,0,0,2
428,1,7,9,0,253,0,0,2
429,1,7,10,1,253,0,0,2
430,1,7,11,1,253,0,0,2
431,1,7,12,1,253,0,0,2
432,1,7,13,1,253,0,0,2
433,1,7,14,1,253,0,0,2
434,1,7,15,1,253,0,0,2
435,1,7,16,1,253,0,0,2
436,1,7,17,1,253,0,0,2
437,1,7,18,1,253,0,0,2
438,1,7,19,0,253,0,0,2
439,1,7,20,0,253,0,0,2
440,1,7,21,0,253,0,0,2
441,1,7,22,1,253,0,0,2
442,1,7,23,1,253,0,0,2
443,1,7,24,1,253,1,0,2
444,1,7,25,1,253,0,0,2
199,0,7,1,0,257,0,0,2
200,0,7,2,0,257,0,0,2
201,0,7,3,1,257,0,0,2
202,0,7,4,0,257,0,0,2
203,0,7,5,0,257,0,0,2
204,0,7,6,0,257,0,0,2
205,0,7,8,0,257,0,0,2
206,0,7,9,0,257,1,0,2
207,0,7,11,1,257,0,0,2
208,0,7,12,0,257,0,0,2
209,0,7,13,0,257,0,0,2
210,0,7,14,1,257,1,0,2
211,0,7,15,0,257,0,0,2
212,0,7,16,0,257,0,0,2
213,0,7,17,0,257,0,0,2
214,0,7,18,0,257,0,0,2
215,0,7,19,0,257,0,0,2
216,0,7,20,1,257,1,0,2
217,0,7,21,0,257,0,0,2
218,0,7,22,0,257,0,0,2
219,0,7,23,2,257,1,0,2
220,0,7,24,1,257,0,0,2
221,0,7,25,0,257,0,0,2
445,1,7,1,1,259,0,0,2
446,1,7,2,1,259,0,0,2
447,1,7,3,0,259,0,0,2
448,1,7,4,0,259,1,0,2
449,1,7,5,0,259,0,0,2
450,1,7,6,1,259,0,0,2
451,1,7,7,0,259,0,0,2
452,1,7,8,0,259,0,0,2
453,1,7,9,0,259,0,0,2
454,1,7,10,1,259,0,0,2
455,1,7,11,0,259,0,0,2
456,1,7,12,1,259,0,0,2
457,1,7,13,1,259,0,0,2
458,1,7,14,0,259,0,0,2
459,1,7,15,0,259,0,0,2
460,1,7,16,0,259,0,0,2
461,1,7,17,0,259,0,0,2
462,1,7,18,0,259,0,0,2
463,1,7,19,0,259,0,0,2
464,1,7,20,0,259,0,0,2
465,1,7,21,0,259,0,0,2
466,1,7,22,0,259,0,0,2
467,1,7,23,0,259,0,0,2
468,1,7,24,0,259,0,0,2
469,1,7,25,0,259,0,0,2
695,2,6,1,0,260,0,0,2
696,2,6,2,0,260,0,0,2
697,2,6,3,0,260,0,0,2
698,2,6,4,0,260,0,0,2
699,2,6,5,0,260,0,1,2
700,2,6,6,1,260,0,0,2
701,2,6,7,0,260,0,0,2
702,2,6,8,0,260,0,1,2
703,2,6,9,0,260,0,0,2
704,2,6,10,0,260,0,1,2
705,2,6,11,0,260,0,0,2
706,2,6,12,0,260,0,1,2
707,2,6,13,0,260,0,0,2
708,2,6,14,0,260,0,0,2
709,2,6,15,0,260,0,0,2
710,2,6,16,1,260,0,0,2
711,2,6,17,0,260,0,0,2
712,2,6,18,1,260,0,0,2
713,2,6,19,0,260,0,0,2
714,2,6,20,0,260,0,1,2
715,2,6,21,1,260,0,0,2
716,2,6,22,1,260,0,0,2
717,2,6,23,1,260,0,1,2
718,2,6,24,1,260,0,0,2
719,2,6,25,0,260,0,0,2
470,1,6,1,0,265,0,0,2
471,1,6,2,0,265,0,0,2
472,1,6,3,1,265,0,0,2
473,1,6,4,1,265,0,0,2
474,1,6,5,2,265,0,0,2
475,1,6,6,1,265,0,0,2
476,1,6,7,1,265,0,0,2
477,1,6,8,0,265,0,0,2
478,1,6,9,0,265,0,0,2
479,1,6,10,1,265,0,0,2
480,1,6,11,2,265,0,0,2
481,1,6,12,1,265,0,0,2
482,1,6,13,1,265,0,0,2
483,1,6,14,0,265,0,0,2
484,1,6,15,1,265,0,0,2
485,1,6,16,0,265,0,0,2
486,1,6,17,0,265,0,0,2
487,1,6,18,2,265,0,0,2
488,1,6,19,1,265,0,0,2
489,1,6,20,1,265,0,0,2
490,1,6,21,1,265,0,0,2
491,1,6,22,0,265,0,0,2
492,1,6,23,0,265,0,0,2
493,1,6,24,0,265,0,0,2
494,1,6,25,1,265,0,0,2
222,0,5,1,0,266,0,0,2
223,0,5,2,0,266,0,0,2
224,0,5,3,1,266,0,1,2
225,0,5,5,1,266,0,0,2
226,0,5,6,0,266,0,0,2
227,0,5,7,0,266,0,0,2
228,0,5,8,1,266,0,0,2
229,0,5,9,1,266,0,0,2
230,0,5,10,1,266,0,0,2
231,0,5,11,0,266,0,0,2
232,0,5,12,0,266,0,0,2
233,0,5,13,0,266,0,0,2
234,0,5,14,1,266,0,0,2
235,0,5,15,1,266,0,0,2
236,0,5,16,1,266,0,0,2
237,0,5,17,0,266,0,0,2
238,0,5,18,1,266,0,0,2
239,0,5,19,3,266,0,0,2
240,0,5,20,1,266,0,0,2
241,0,5,21,1,266,0,0,2
242,0,5,22,1,266,0,0,2
243,0,5,23,2,266,0,0,2
244,0,5,24,0,266,0,0,2
245,0,5,25,1,266,0,0,2
720,2,6,1,0,266,0,0,2
721,2,6,2,0,266,0,0,2
722,2,6,3,0,266,0,0,2
723,2,6,4,0,266,0,0,2
724,2,6,5,0,266,0,0,2
725,2,6,6,1,266,0,0,2
726,2,6,7,0,266,0,0,2
727,2,6,8,0,266,0,0,2
728,2,6,9,0,266,0,0,2
729,2,6,10,0,266,0,0,2
730,2,6,11,0,266,0,0,2
731,2,6,12,0,266,0,0,2
732,2,6,13,0,266,0,0,2
733,2,6,14,1,266,0,0,2
734,2,6,15,0,266,0,0,2
735,2,6,16,1,266,0,0,2
736,2,6,17,0,266,0,0,2
737,2,6,18,0,266,0,0,2
738,2,6,19,0,266,0,0,2
739,2,6,20,0,266,0,0,2
740,2,6,21,1,266,0,0,2
741,2,6,22,0,266,0,0,2
742,2,6,23,0,266,0,0,2
743,2,6,24,0,266,0,0,2
744,2,6,25,0,266,0,0,2
745,2,6,1,0,271,0,0,2
746,2,6,2,1,271,0,0,2
747,2,6,3,0,271,0,0,2
748,2,6,4,0,271,0,0,2
749,2,6,5,0,271,0,0,2
750,2,6,6,0,271,0,0,2
751,2,6,7,0,271,0,0,2
752,2,6,8,0,271,0,0,2
753,2,6,9,0,271,0,0,2
754,2,6,10,0,271,0,0,2
755,2,6,11,0,271,0,0,2
756,2,6,12,0,271,0,0,2
757,2,6,13,0,271,0,0,2
758,2,6,14,0,271,0,0,2
759,2,6,15,0,271,0,0,2
760,2,6,16,0,271,0,0,2
761,2,6,17,0,271,0,0,2
762,2,6,18,0,271,0,0,2
763,2,6,19,1,271,0,0,2
764,2,6,20,0,271,0,0,2
765,2,6,21,0,271,0,0,2
766,2,6,22,0,271,0,0,2
767,2,6,23,0,271,0,0,2
768,2,6,24,0,271,0,0,2
769,2,6,25,0,271,0,0,2
246,0,5,1,0,272,0,0,2
247,0,5,2,0,272,0,0,2
248,0,5,3,1,272,0,0,2
249,0,5,4,0,272,0,0,2
250,0,5,5,1,272,0,0,2
251,0,5,6,3,272,0,0,2
252,0,5,7,1,272,0,0,2
253,0,5,8,4,272,0,0,2
254,0,5,9,1,272,0,0,2
255,0,5,10,3,272,0,0,2
256,0,5,11,3,272,0,0,2
257,0,5,12,1,272,0,0,2
258,0,5,13,1,272,0,0,2
259,0,5,14,2,272,0,0,2
260,0,5,15,3,272,0,0,2
261,0,5,16,2,272,0,0,2
262,0,5,17,3,272,0,0,2
263,0,5,18,1,272,0,0,2
264,0,5,19,1,272,0,0,2
265,0,5,20,0,272,0,0,2
266,0,5,21,1,272,0,0,2
267,0,5,22,3,272,0,0,2
268,0,5,23,2,272,0,0,2
269,0,5,24,3,272,0,0,2
270,0,5,25,2,272,0,0,2
495,1,6,1,0,272,0,0,2
496,1,6,2,1,272,0,0,2
497,1,6,3,0,272,0,0,2
498,1,6,4,1,272,0,0,2
499,1,6,5,1,272,0,0,2
500,1,6,6,0,272,0,0,2
501,1,6,7,1,272,0,0,2
502,1,6,8,0,272,0,0,2
503,1,6,9,0,272,0,0,2
504,1,6,10,1,272,0,0,2
505,1,6,11,1,272,0,0,2
506,1,6,12,1,272,0,0,2
507,1,6,13,1,272,0,0,2
508,1,6,14,1,272,0,0,2
509,1,6,15,0,272,0,0,2
510,1,6,16,0,272,0,0,2
511,1,6,17,1,272,0,0,2
512,1,6,18,1,272,0,0,2
513,1,6,19,0,272,0,0,2
514,1,6,20,1,272,0,0,2
515,1,6,21,1,272,0,0,2
516,1,6,22,1,272,0,0,2
517,1,6,23,1,272,0,0,2
518,1,6,24,0,272,0,0,2
